C1,C2,R
1.5205,1.59E-05,0.63829
1.7944,1.50E-05,0.089046
0.83392,7.41E-06,0.0063948
0.28599,3.59E-06,0.038947
0.15925,3.11E-06,0.79066
0.17832,4.62E-06,1.1413
0.21957,7.05E-06,1.1343
0.2806,1.08E-05,1.1156
0.35878,1.64E-05,1.0901
0.43886,2.50E-05,1.0612
0.4828,3.77E-05,1.0403
0.43495,5.70E-05,1.0482
0.28167,8.67E-05,1.0959
0.12819,0.0001336,1.1513
0.05824,0.00020792,1.1791
0.037189,0.0003248,1.1878
0.034234,0.00050795,1.1896
0.041412,0.00079447,1.1879
0.060109,0.0012419,1.1829
0.097858,0.0019384,1.1725
0.17037,0.0030165,1.1522
0.30618,0.0046654,1.1129
0.55032,0.0071247,1.0369
0.95039,0.010582,0.89097
1.455,0.014668,0.6195
1.528,0.016403,0.22912
0.64273,0.0128,0.17295
0.12469,0.014994,1.0074
0.020746,0.023203,1.184
0.0071553,0.036296,1.1893
0.0048225,0.056773,1.1859
0.0050244,0.088708,1.1787
0.0068482,0.13834,1.167
0.010978,0.21506,1.1481
0.019346,0.3326,1.1176
0.035854,0.50986,1.0681
0.067604,0.7695,0.98646
0.12547,1.1272,0.84825
0.21673,1.5441,0.60556
0.28862,1.7111,0.20422
0.18897,1.0764,0.021216
0.097153,0.55954,0.032118
0.074499,0.3991,0.36401
0.12933,0.54388,0.98366
0.25078,0.806,0.9076
0.45753,1.1351,0.68336
0.66965,1.3404,0.26134
0.46315,0.87333,0.016851
0.2271,0.43727,0.015605
0.13712,0.26038,0.17554
0.20257,0.31609,0.95799
0.39067,0.47216,0.95907
0.7208,0.67938,0.75291
1.1038,0.84483,0.32861
0.79133,0.58334,0.017088
0.34792,0.28947,0.011823
0.16823,0.16566,0.14715
0.20153,0.19671,0.97954
0.33693,0.29718,1.0241
0.5575,0.44116,0.90251
0.84649,0.62029,0.68511
0.99631,0.75326,0.34156
0.57533,0.63081,0.10708
0.16328,0.49191,0.31647
0.066756,0.64331,0.94065
0.041647,0.95188,0.93241
0.035105,1.3697,0.79009
0.034903,1.8243,0.54242
0.030969,1.9205,0.17547
0.016237,1.205,0.029197
0.0078915,0.66304,0.061196
0.0070997,0.56778,0.57223
0.012556,0.80864,0.97041
0.023513,1.1823,0.86955
0.041798,1.6379,0.66487
0.062406,1.9576,0.32492
0.05307,1.4802,0.046215
0.029467,0.78506,0.032297
0.021316,0.50459,0.26084
0.035128,0.61979,0.95941
0.069414,0.87781,0.94759
0.13261,1.2042,0.80808
0.23204,1.5243,0.57647
0.31847,1.5528,0.2347
0.24947,0.9431,0.056164
0.17149,0.43627,0.15296
0.24104,0.30268,0.87085
0.476,0.25932,0.97884
0.92164,0.21203,0.83116
1.5836,0.15542,0.47269
1.4768,0.070112,0.027
0.73258,0.020128,0.004846
0.36411,0.0065645,0.02722
0.30599,0.0036786,0.51118
0.56714,0.0042422,1.0135
1.0903,0.0053656,0.84808
1.8089,0.0063274,0.41816
1.411,0.004278,0.014115
0.60353,0.0019687,0.0054521
0.23586,0.00098676,0.073222
0.20038,0.0010041,0.94617
0.28256,0.0015046,1.1141
0.40806,0.0022759,1.0768
0.56831,0.0034175,1.0203
0.7141,0.0050651,0.95702
0.72082,0.0074158,0.92983
0.45285,0.010939,1.009
0.11485,0.01666,1.1407
0.022076,0.025912,1.1844
0.0084419,0.040474,1.188
0.0060422,0.063227,1.184
0.0065145,0.098676,1.176
0.0090492,0.15369,1.1628
0.014646,0.23856,1.1415
0.025896,0.36811,1.107
0.047909,0.56228,1.0506
0.089673,0.84324,0.95663
0.16359,1.2193,0.79572
0.27009,1.6142,0.50951
0.30296,1.5653,0.10505
0.16972,0.87488,0.017155
0.089443,0.46641,0.057463
0.088668,0.40953,0.63818
0.1658,0.59274,0.98731
0.31688,0.86862,0.86064
0.55609,1.1864,0.59029
0.69693,1.239,0.13605
0.39745,0.69464,0.011867
0.19358,0.34736,0.028248
0.14612,0.24698,0.41369
0.25286,0.33855,1.0113
0.47886,0.49605,0.92043
0.84796,0.68865,0.67681
1.1501,0.77782,0.21284
0.66828,0.46227,0.013977
0.26823,0.22574,0.028982
0.1568,0.16144,0.48601
0.21197,0.22206,1.0628
0.32069,0.32478,1.0206
0.47801,0.46715,0.91881
0.65707,0.64614,0.76154
0.74194,0.82576,0.55304
0.55408,0.92785,0.3956
0.22603,0.99831,0.50364
0.068085,1.2132,0.71288
0.026985,1.5146,0.67094
0.015713,1.7375,0.50481
0.011218,1.6625,0.33296
0.0090353,1.2784,0.34518
0.010555,0.93068,0.72924
0.017123,0.56373,0.99887
0.031493,0.18927,1.1237
0.061597,0.03889,1.1692
0.12367,0.010229,1.1635
0.25005,0.0042382,1.1306
0.50142,0.0025268,1.0571
0.97177,0.001927,0.89648
1.6816,0.001638,0.53163
1.6084,0.0010103,0.032817
0.69912,0.0003951,0.0055377
0.25338,0.00017092,0.054405
0.1769,0.00014789,0.8864
0.22469,0.00020756,1.1299
0.30126,0.00030188,1.1099
0.40236,0.00044393,1.0767
0.50931,0.00065507,1.0374
0.56856,0.00096607,1.0076
0.49528,0.001429,1.0202
0.27412,0.0021463,1.0919
0.092403,0.0032925,1.1615
0.034317,0.005112,1.1862
0.020777,0.0079697,1.1915
0,0,0
