X,Y,Z
-3.1354,4.9715,0.024697
-3.4433,4.8274,0.023627
-3.7416,4.6624,0.022683
-4.0288,4.4769,0.021848
-4.3038,4.2714,0.021107
-4.5654,4.0465,0.020448
-4.8122,3.8027,0.019863
-5.0432,3.5407,0.019344
-5.2573,3.2615,0.018883
-5.4534,2.9659,0.018477
-5.6305,2.6547,0.01812
-5.7877,2.3292,0.01781
-5.9242,1.9902,0.017543
-6.039,1.6391,0.017317
-6.1316,1.277,0.01713
-6.2012,0.90529,0.016981
-6.2473,0.5252,0.016868
-6.2695,0.13816,0.016789
-6.2672,-0.2544,0.016746
-6.2403,-0.651,0.016738
-6.1886,-1.0501,0.016764
-6.1118,-1.4503,0.016825
-6.0101,-1.8499,0.016922
-5.8834,-2.2473,0.017055
-5.732,-2.641,0.017227
-5.5562,-3.0294,0.017438
-5.3563,-3.411,0.017691
-5.1328,-3.784,0.017988
-4.8864,-4.1469,0.018333
-4.6176,-4.4982,0.018728
-4.3273,-4.8364,0.019179
-4.0163,-5.1599,0.019689
-3.6856,-5.4674,0.020266
-3.3363,-5.7573,0.020914
-2.9694,-6.0284,0.021643
-2.5863,-6.2793,0.022461
-2.1882,-6.5089,0.023379
-1.7765,-6.7158,0.02441
-1.3526,-6.8991,0.025568
-0.91807,-7.0577,0.026872
-0.47451,-7.1907,0.028341
-0.02353,-7.2972,0.030002
0.43317,-7.3765,0.031882
0.89386,-7.428,0.034018
1.3568,-7.4511,0.036452
1.8201,-7.4453,0.039237
2.2819,-7.4104,0.042435
2.7405,-7.3461,0.046121
3.1939,-7.2523,0.050391
3.6403,-7.129,0.05536
4.0778,-6.9763,0.061168
4.5044,-6.7945,0.067994
4.9183,-6.584,0.076054
5.3176,-6.3453,0.085623
5.7006,-6.0789,0.097038
6.0652,-5.7857,0.11073
6.4099,-5.4664,0.12722
6.7326,-5.1221,0.14717
7.0318,-4.7539,0.1714
7.3055,-4.363,0.20093
7.5522,-3.9508,0.23701
7.7699,-3.5188,0.28114
7.9571,-3.0686,0.33515
8.1119,-2.602,0.40114
8.2325,-2.1207,0.48156
8.3171,-1.6269,0.57905
8.3639,-1.1228,0.69638
8.3709,-0.61054,0.83615
8.3362,-0.092684,1.0004
8.258,0.42818,1.1902
8.1345,0.94931,1.4047
7.9646,1.4678,1.6405
7.7471,1.9807,1.8908
7.482,2.4849,2.1449
7.1701,2.9774,2.3883
6.8134,3.455,2.6033
6.4153,3.9149,2.7705
5.9805,4.3545,2.8723
5.5149,4.7712,2.8948
5.0252,5.1632,2.8318
4.5183,5.5287,2.6855
4.0008,5.8666,2.4671
3.4784,6.176,2.1949
2.9557,6.4564,1.8912
2.4357,6.7076,1.5787
1.9201,6.9293,1.2777
1.4097,7.1216,1.0035
0.90422,7.2843,0.76581
0.40309,7.4175,0.56886
-0.094392,7.5209,0.41231
-0.58879,7.5944,0.29264
-1.0804,7.6379,0.20443
-1.5691,7.6511,0.14163
-2.0543,7.6338,0.098336
-2.5354,7.5859,0.069348
-3.011,7.5073,0.050429
-3.4798,7.3981,0.038326
-3.9402,7.2582,0.030676
-4.3906,7.0879,0.025843
-4.8291,6.8875,0.022747
-5.2541,6.6574,0.0207
-5.6637,6.3981,0.01928
-6.0561,6.1104,0.01824
-6.4297,5.7949,0.017434
-6.7827,5.4526,0.016782
-7.1134,5.0844,0.016235
-7.4204,4.6916,0.015769
-7.702,4.2752,0.015367
-7.9569,3.8367,0.015021
-8.1838,3.3776,0.014722
-8.3814,2.8992,0.014468
-8.5485,2.4034,0.014254
-8.6841,1.8918,0.014079
-8.7873,1.3662,0.013939
-8.8572,0.8285,0.013835
-8.8933,0.28068,0.013764
-8.8948,-0.27524,0.013726
-8.8614,-0.83718,0.013722
-8.7927,-1.403,0.01375
-8.6886,-1.9706,0.013812
-8.5491,-2.5376,0.013908
-8.3742,-3.102,0.014039
-8.1641,-3.6613,0.014208
-7.9194,-4.2134,0.014416
-7.6404,-4.7561,0.014666
-7.3278,-5.287,0.01496
-6.9825,-5.8039,0.015303
-6.6054,-6.3046,0.0157
-6.1976,-6.7869,0.016155
-5.7603,-7.2488,0.016675
-5.2948,-7.6881,0.017268
-4.8027,-8.1028,0.017944
-4.2854,-8.4911,0.018713
-3.7449,-8.8509,0.019589
-3.1827,-9.1807,0.020589
-2.601,-9.4786,0.021732
-2.0018,-9.7432,0.023043
-1.3872,-9.9729,0.024553
-0.75937,-10.166,0.026299
-0.12072,-10.323,0.028329
0.52638,-10.44,0.030701
1.1795,-10.519,0.033491
1.8361,-10.557,0.036799
2.4936,-10.554,0.040749
3.1494,-10.51,0.045508
3.8008,-10.424,0.051296
4.4452,-10.296,0.058408
5.0799,-10.127,0.067243
5.7021,-9.9157,0.078347
6.309,-9.6632,0.092478
6.898,-9.3699,0.11069
7.4661,-9.0366,0.1345
8.0104,-8.664,0.16603
8.528,-8.2533,0.20839
9.0157,-7.8058,0.26609
9.4701,-7.3229,0.34575
9.8875,-6.8066,0.45711
10.263,-6.2587,0.61458
10.592,-5.6818,0.83941
10.867,-5.0785,1.1627
11.08,-4.4521,1.6294
11.218,-3.8068,2.3026
11.264,-3.1473,3.2668
11.197,-2.48,4.6267
10.989,-1.8126,6.4927
10.605,-1.1551,8.9429
10.01,-0.51981,11.948
9.1765,0.078907,15.272
8.1024,0.62533,18.395
6.8252,1.1046,20.588
5.4292,1.5053,21.189
4.0288,1.8226,19.97
2.735,2.0586,17.288
1.6226,2.2214,13.873
0.71895,2.3227,10.449
0.012187,2.3746,7.4832
-0.53032,2.3879,5.1554
-0.94654,2.3713,3.4494
-1.2707,2.3313,2.2582
-1.5297,2.2725,1.455
-1.7433,2.1982,0.92728
-1.9249,2.1106,0.58729
-2.0835,2.0111,0.37167
-2.2247,1.901,0.23667
-2.3519,1.7811,0.15305
-2.4672,1.652,0.10173
-2.5717,1.5144,0.070462
-2.6657,1.3688,0.051536
-2.7495,1.2158,0.040128
-2.8229,1.0559,0.03327
-2.8858,0.88967,0.029148
-2.938,0.71775,0.026665
-2.9791,0.54072,0.025164
-3.0089,0.35922,0.024251
-3.0272,0.17391,0.023696
-3.0339,-0.014525,0.023361
-3.0286,-0.20538,0.023168
-3.0114,-0.39795,0.023069
-2.9821,-0.59148,0.023039
-2.9406,-0.78523,0.023061
-2.8871,-0.97845,0.023128
-2.8216,-1.1704,0.023234
-2.7441,-1.3602,0.023378
-2.6548,-1.5472,0.023558
-2.554,-1.7306,0.023774
-2.4419,-1.9096,0.024028
-2.3187,-2.0834,0.02432
-2.1849,-2.2514,0.024651
-2.0408,-2.4128,0.025023
-1.8869,-2.5668,0.025438
-1.7235,-2.7128,0.025898
-1.5514,-2.8501,0.026406
-1.371,-2.978,0.026963
-1.1829,-3.096,0.027573
-0.98787,-3.2034,0.028239
-0.78646,-3.2996,0.028965
-0.57943,-3.3843,0.029754
-0.36753,-3.4568,0.03061
-0.15152,-3.5169,0.031538
0.067779,-3.5639,0.032542
0.28956,-3.5977,0.033627
0.51296,-3.618,0.034799
0.73714,-3.6244,0.036063
0.96121,-3.6167,0.037426
1.1843,-3.595,0.038893
1.4055,-3.5589,0.040471
1.6239,-3.5086,0.042167
1.8386,-3.4441,0.043985
2.0487,-3.3653,0.045934
2.2533,-3.2725,0.048019
2.4516,-3.1659,0.050244
2.6427,-3.0457,0.052615
2.8257,-2.9122,0.055133
2.9998,-2.7658,0.057802
3.1642,-2.6068,0.060619
3.3181,-2.4359,0.063581
3.4608,-2.2535,0.066682
3.5915,-2.0601,0.069909
3.7097,-1.8565,0.073247
3.8146,-1.6433,0.076675
3.9057,-1.4213,0.080165
3.9824,-1.1911,0.083682
4.0444,-0.95371,0.087184
4.091,-0.70988,0.090623
4.1221,-0.46053,0.093941
4.1372,-0.20657,0.097076
4.1361,0.051035,0.09996
4.1187,0.31132,0.10252
4.0848,0.57327,0.10468
4.0344,0.83589,0.10637
3.9675,1.0981,0.10753
3.8842,1.359,0.10809
3.7846,1.6173,0.108
3.669,1.8722,0.10724
3.5377,2.1226,0.10579
3.391,2.3673,0.10367
3.2294,2.6054,0.1009
3.0533,2.836,0.097545
2.8633,3.0579,0.093672
2.6599,3.2703,0.089374
2.4439,3.4721,0.084753
2.2158,3.6626,0.07992
1.9766,3.8407,0.074985
1.7269,4.0057,0.070054
1.4677,4.1568,0.065221
1.1997,4.2933,0.060569
0.92398,4.4143,0.056161
0.64142,4.5193,0.052045
0.35305,4.6077,0.04825
0.059902,4.6789,0.044789
-0.23696,4.7325,0.041662
-0.53643,4.768,0.038857
-0.83739,4.785,0.036355
-1.1387,4.7834,0.034132
-1.4392,4.7627,0.032162
-1.7377,4.723,0.030416
-2.0331,4.6641,0.028869
-2.3241,4.586,0.027497
-2.6095,4.4888,0.026278
-2.8882,4.3726,0.025193
-3.1591,4.2376,0.024225
-3.4208,4.0842,0.02336
-3.6724,3.9128,0.022586
-3.9127,3.7236,0.021894
-4.1406,3.5174,0.021274
-4.355,3.2947,0.020721
-4.555,3.0561,0.020227
-4.7397,2.8023,0.019789
-4.9079,2.5343,0.019401
-5.059,2.2529,0.019061
-5.1922,1.9589,0.018765
-5.3065,1.6535,0.01851
-5.4015,1.3376,0.018296
-5.4763,1.0124,0.01812
-5.5306,0.67897,0.01798
-5.5639,0.3386,0.017877
-5.5757,-0.0074748,0.017809
-5.5657,-0.35798,0.017775
-5.5337,-0.7116,0.017777
-5.4795,-1.067,0.017813
-5.4031,-1.4227,0.017884
-5.3045,-1.7775,0.017991
-5.1838,-2.1298,0.018135
-5.0412,-2.4783,0.018318
-4.877,-2.8216,0.01854
-4.6915,-3.1582,0.018805
-4.4853,-3.4867,0.019114
-4.2588,-3.8058,0.01947
-4.0127,-4.1141,0.019877
-3.7478,-4.4101,0.020338
-3.4648,-4.6927,0.020858
-3.1646,-4.9605,0.021443
-2.8482,-5.2123,0.022098
-2.5166,-5.4469,0.022831
-2.1709,-5.6632,0.02365
-1.8124,-5.86,0.024564
-1.4422,-6.0365,0.025584
-1.0617,-6.1915,0.026724
-0.67232,-6.3243,0.027998
-0.27538,-6.434,0.029425
0.12759,-6.52,0.031023
0.5351,-6.5815,0.032819
0.94557,-6.6181,0.034839
1.3574,-6.6293,0.037119
1.7691,-6.6147,0.039697
2.1788,-6.5742,0.042621
2.585,-6.5074,0.045947
2.9861,-6.4144,0.049742
3.3802,-6.2952,0.054087
3.7659,-6.15,0.059076
4.1413,-5.979,0.064825
4.5049,-5.7827,0.071472
4.855,-5.5613,0.07918
5.1901,-5.3157,0.088146
5.5084,-5.0464,0.098606
5.8085,-4.7542,0.11084
6.0888,-4.4401,0.12517
6.3479,-4.105,0.14199
6.5843,-3.7501,0.16175
6.7967,-3.3766,0.18497
6.9835,-2.9859,0.21221
7.1437,-2.5792,0.24411
7.2758,-2.1583,0.28134
7.3787,-1.7246,0.32458
7.4512,-1.28,0.37447
7.4923,-0.82608,0.43151
7.5011,-0.3649,0.496
7.4766,0.10162,0.56789
7.4181,0.57143,0.64665
7.3251,1.0424,0.73109
7.1973,1.5124,0.81926
7.0346,1.9792,0.9083
6.8374,2.4406,0.99447
6.6064,2.8944,1.0733
6.3428,3.3383,1.1397
6.0481,3.7703,1.1887
5.7245,4.1883,1.2156
5.3742,4.5904,1.2172
5.0001,4.9747,1.1915
4.605,5.3398,1.1391
4.1917,5.6839,1.0625
3.7629,6.006,0.96613
3.3213,6.3047,0.85608
2.8688,6.5791,0.73904
2.4073,6.8282,0.62166
1.9382,7.0511,0.50978
1.4627,7.2472,0.40793
0.98175,7.4156,0.31907
0.49626,7.5558,0.24456
0.0070987,7.6671,0.18439
-0.48477,7.749,0.13749
-0.97829,7.8009,0.10213
-1.4722,7.8224,0.076277
-1.9652,7.8132,0.057883
-2.4556,7.7729,0.04509
-2.9419,7.7013,0.03634
-3.4224,7.5985,0.030403
-3.8951,7.4643,0.026363
-4.3584,7.2991,0.023571
-4.8102,7.103,0.021587
-5.2487,6.8764,0.020121
-5.672,6.6198,0.018993
-6.0783,6.3339,0.018088
-6.4659,6.0194,0.01734
-6.8329,5.6772,0.016705
-7.1777,5.3082,0.01616
-7.4986,4.9137,0.015687
-7.794,4.4949,0.015275
-8.0626,4.0529,0.014918
-8.3028,3.5894,0.014609
-8.5134,3.1059,0.014345
-8.6933,2.604,0.014121
-8.8412,2.0854,0.013936
-8.9562,1.552,0.013788
-9.0375,1.0056,0.013675
-9.0844,0.44838,0.013595
-9.096,-0.11776,0.013549
-9.0721,-0.69068,0.013535
-9.0123,-1.2682,0.013555
-8.9162,-1.8481,0.013607
-8.7839,-2.4282,0.013693
-8.6154,-3.0061,0.013815
-8.4109,-3.5796,0.013973
-8.1708,-4.1463,0.014169
-7.8955,-4.7041,0.014406
-7.5858,-5.2504,0.014687
-7.2423,-5.7831,0.015015
-6.866,-6.3,0.015396
-6.4579,-6.7986,0.015833
-6.0193,-7.277,0.016334
-5.5516,-7.7329,0.016906
-5.0561,-8.1642,0.017558
-4.5345,-8.569,0.018301
-3.9885,-8.9454,0.019148
-3.42,-9.2914,0.020114
-2.8308,-9.6055,0.021221
-2.2231,-9.8858,0.02249
-1.5991,-10.131,0.023952
-0.9609,-10.339,0.025644
-0.31096,-10.51,0.027611
0.34834,-10.642,0.029911
1.0145,-10.733,0.032618
1.685,-10.784,0.035829
2.3571,-10.793,0.039667
3.0283,-10.76,0.044295
3.6958,-10.685,0.04993
4.3569,-10.567,0.056863
5.0088,-10.406,0.065491
5.6488,-10.202,0.076357
6.274,-9.9557,0.090218
6.8815,-9.6677,0.10814
7.4685,-9.3386,0.13164
8.032,-8.9691,0.1629
8.5689,-8.5602,0.20511
9.076,-8.1134,0.26292
9.5499,-7.6301,0.34324
9.9865,-7.112,0.45638
10.381,-6.5612,0.61771
10.729,-5.98,0.85023
11.021,-5.3714,1.1881
11.249,-4.7386,1.6813
11.4,-4.0857,2.4014
11.455,-3.418,3.4461
11.39,-2.7419,4.9384
11.173,-2.0659,7.0111
10.763,-1.4007,9.7598
10.121,-0.75984,13.15
9.2149,-0.15923,16.888
8.0441,0.38377,20.331
6.6575,0.85297,22.597
5.1583,1.2368,22.939
3.6809,1.5311,21.201
2.3472,1.7401,17.931
1.2308,1.8743,14.038
0.34925,1.9472,10.322
-0.32069,1.9722,7.2296
-0.82048,1.9608,4.8839
-1.1933,1.9219,3.2133
-1.4755,1.862,2.0745
-1.6947,1.7857,1.322
-1.8704,1.696,0.83566
-2.0155,1.5952,0.52664
-2.1384,1.4846,0.3328
-2.2445,1.3655,0.21246
-2.3368,1.2387,0.13838
-2.4174,1.1048,0.0931
-2.4871,0.9645,0.065576
-2.5465,0.81837,0.048921
-2.5958,0.66698,0.038877
-2.635,0.51089,0.032833
-2.664,0.35068,0.029201
-2.6827,0.18695,0.027021
-2.691,0.020302,0.025718
-2.6887,-0.14864,0.024946
-2.6758,-0.31924,0.0245
-2.6521,-0.49085,0.024259
-2.6177,-0.6628,0.024152
-2.5726,-0.83442,0.024135
-2.5168,-1.005,0.024186
-2.4503,-1.174,0.024289
-2.3734,-1.3405,0.024437
-2.2861,-1.504,0.024626
-2.1888,-1.6637,0.024853
-2.0816,-1.8191,0.025117
-1.9649,-1.9693,0.02542
-1.839,-2.1139,0.025761
-1.7043,-2.252,0.026143
-1.5611,-2.3832,0.026565
-1.4101,-2.5067,0.02703
-1.2516,-2.6221,0.027541
-1.0861,-2.7288,0.028098
-0.91433,-2.8262,0.028705
-0.73679,-2.9138,0.029364
-0.55412,-2.9913,0.030078
-0.36698,-3.058,0.03085
-0.17606,-3.1138,0.031682
0.017954,-3.1581,0.032578
0.21432,-3.1907,0.033542
0.4123,-3.2113,0.034577
0.61113,-3.2197,0.035687
0.81004,-3.2157,0.036876
1.0082,-3.1991,0.038146
1.2049,-3.1699,0.039503
1.3993,-3.1281,0.040949
1.5906,-3.0736,0.042488
1.7781,-3.0065,0.044122
1.9608,-2.9269,0.045855
2.1381,-2.8349,0.047687
2.3091,-2.7309,0.04962
2.4732,-2.615,0.051652
2.6295,-2.4875,0.053782
2.7774,-2.3489,0.056006
2.9161,-2.1995,0.058317
3.0451,-2.0398,0.060707
3.1636,-1.8703,0.063164
3.271,-1.6916,0.065673
3.3669,-1.5041,0.068216
3.4507,-1.3087,0.070771
3.5219,-1.106,0.073309
3.58,-0.89656,0.075801
3.6247,-0.68129,0.078211
3.6556,-0.46091,0.080502
3.6725,-0.23625,0.082629
3.6751,-0.0081277,0.084551
3.6633,0.22258,0.086221
3.6369,0.45501,0.087593
3.5959,0.68825,0.088627
3.5402,0.92139,0.089281
3.47,1.1535,0.089524
3.3853,1.3837,0.089331
3.2863,1.611,0.088686
3.1732,1.8346,0.087586
3.0465,2.0534,0.086039
2.9063,2.2666,0.084068
2.7531,2.4732,0.081705
2.5874,2.6724,0.078997
2.4097,2.8634,0.075997
2.2205,3.0452,0.072768
2.0205,3.2171,0.069375
1.8102,3.3782,0.065884
1.5904,3.5279,0.062362
1.3619,3.6653,0.058868
1.1254,3.7899,0.055454
0.88173,3.9009,0.052167
0.63174,3.9978,0.049041
0.37632,4.08,0.0461
0.1164,4.1471,0.043361
-0.14707,4.1985,0.040832
-0.41311,4.234,0.038511
-0.68074,4.2531,0.036395
-0.94894,4.2556,0.034474
-1.2167,4.2412,0.032734
-1.4829,4.2099,0.031163
-1.7465,4.1615,0.029745
-2.0065,4.0961,0.028467
-2.2619,4.0136,0.027315
-2.5114,3.9142,0.026276
-2.7542,3.7981,0.025338
-2.9892,3.6654,0.024493
-3.2154,3.5166,0.02373
-3.4317,3.352,0.023043
-3.6372,3.172,0.022424
-3.831,2.9772,0.021867
-4.0121,2.7681,0.021368
-4.1798,2.5455,0.020923
-4.3331,2.3099,0.020527
-4.4712,2.0622,0.020177
-4.5935,1.8031,0.019871
-4.6993,1.5336,0.019607
-4.788,1.2546,0.019382
-4.8589,0.96707,0.019196
-4.9116,0.67199,0.019046
-4.9456,0.37045,0.018931
-4.9606,0.063567,0.018852
-4.9563,-0.24754,0.018808
-4.9325,-0.56169,0.018798
-4.889,-0.87769,0.018823
-4.8257,-1.1943,0.018883
-4.7426,-1.5104,0.018978
-4.6398,-1.8245,0.01911
-4.5175,-2.1356,0.019279
-4.3759,-2.4423,0.019487
-4.2153,-2.7434,0.019735
-4.0361,-3.0376,0.020026
-3.8387,-3.3236,0.020363
-3.6238,-3.6003,0.020747
-3.3919,-3.8665,0.021182
-3.1438,-4.1209,0.021673
-2.8802,-4.3625,0.022223
-2.602,-4.59,0.022838
-2.31,-4.8025,0.023523
-2.0053,-4.9989,0.024286
-1.6889,-5.1783,0.025133
-1.3618,-5.3397,0.026073
-1.0253,-5.4822,0.027118
-0.68055,-5.6052,0.028278
-0.32881,-5.7077,0.029566
0.028627,-5.7893,0.030998
0.39041,-5.8493,0.032592
0.75517,-5.8872,0.034369
1.1215,-5.9025,0.036352
1.488,-5.895,0.038568
1.8531,-5.8645,0.04105
2.2155,-5.8106,0.043834
2.5736,-5.7334,0.046963
2.9259,-5.6329,0.050487
3.2711,-5.5092,0.054464
3.6075,-5.3624,0.058961
3.9338,-5.193,0.064054
4.2484,-5.0013,0.069832
4.5501,-4.7877,0.076398
4.8373,-4.553,0.083868
5.1087,-4.2977,0.092373
5.363,-4.0227,0.10206
5.5988,-3.7287,0.11309
5.815,-3.4168,0.12565
6.0104,-3.0881,0.13992
6.1838,-2.7435,0.15609
6.3341,-2.3845,0.17436
6.4604,-2.0122,0.19491
6.5616,-1.628,0.21786
6.6371,-1.2335,0.24332
6.6859,-0.83,0.27128
6.7074,-0.41922,0.30163
6.7011,-0.0027617,0.33409
6.6666,0.41768,0.3682
6.6036,0.84036,0.40328
6.5119,1.2635,0.4384
6.3917,1.6854,0.47237
6.2431,2.1041,0.5038
6.0666,2.5179,0.53114
5.8629,2.925,0.55276
5.6329,3.3235,0.5671
5.3777,3.7119,0.57284
5.0984,4.0883,0.56904
4.7966,4.4512,0.55528
4.4737,4.799,0.53178
4.1313,5.1304,0.4994
3.771,5.4437,0.45964
3.3943,5.7379,0.41443
3.0028,6.0116,0.36605
2.598,6.2638,0.3168
2.181,6.4932,0.26885
1.7534,6.699,0.22399
1.3163,6.8802,0.18358
0.87107,7.036,0.14844
0.4189,7.1655,0.11886
-0.038871,7.268,0.094721
-0.50085,7.3428,0.075579
-0.9656,7.3895,0.060781
-1.4316,7.4075,0.049587
-1.8972,7.3964,0.041261
-2.3608,7.356,0.035136
-2.8206,7.286,0.030644
-3.2749,7.1863,0.027333
-3.7219,7.0571,0.024859
-4.1598,6.8984,0.02297
-4.5868,6.7104,0.02149
-5.001,6.4937,0.020297
-5.4008,6.2486,0.019312
-5.7844,5.9758,0.018481
-6.15,5.6759,0.017769
-6.4961,5.3499,0.017152
-6.8209,4.9987,0.016614
-7.1231,4.6233,0.016144
-7.401,4.2249,0.015733
-7.6534,3.8048,0.015376
-7.8788,3.3644,0.015066
-8.0762,2.9051,0.014801
-8.2442,2.4285,0.014577
-8.382,1.9362,0.014391
-8.4886,1.4301,0.014243
-8.5632,0.91186,0.014129
-8.605,0.38341,0.01405
-8.6136,-0.1533,0.014005
-8.5884,-0.69627,0.013992
-8.5291,-1.2434,0.014013
-8.4356,-1.7927,0.014067
-8.3077,-2.342,0.014156
-8.1455,-2.8891,0.01428
-7.9493,-3.4318,0.014441
-7.7194,-3.968,0.014641
-7.4562,-4.4954,0.014882
-7.1604,-5.012,0.015167
-6.8328,-5.5154,0.0155
-6.4741,-6.0036,0.015885
-6.0855,-6.4745,0.016327
-5.668,-6.926,0.016833
-5.223,-7.3561,0.017409
-4.7518,-7.7628,0.018064
-4.2561,-8.1442,0.01881
-3.7374,-8.4985,0.019657
-3.1974,-8.824,0.020623
-2.6381,-9.1191,0.021724
-2.0614,-9.3821,0.022984
-1.4693,-9.6117,0.024431
-0.86405,-9.8066,0.026097
-0.2478,-9.9655,0.028026
0.37712,-10.087,0.030271
1.0084,-10.171,0.0329
1.6435,-10.216,0.035997
2.28,-10.222,0.039673
2.9155,-10.188,0.044071
3.5472,-10.113,0.04938
4.1728,-9.9983,0.055847
4.7894,-9.8428,0.063806
5.3945,-9.6468,0.073706
5.9855,-9.4108,0.086162
6.5597,-9.1352,0.10202
7.1143,-8.8205,0.12247
7.6466,-8.4677,0.14916
8.1538,-8.0777,0.18446
8.633,-7.6518,0.23176
9.0811,-7.1913,0.29592
9.4947,-6.6979,0.384
9.87,-6.1735,0.50625
10.203,-5.6201,0.6775
10.487,-5.0402,0.91919
10.717,-4.4369,1.2619
10.882,-3.8134,1.7483
10.972,-3.1739,2.436
10.971,-2.5233,3.3984
10.858,-1.868,4.7193
10.609,-1.2155,6.4767
10.195,-0.57542,8.7048
9.59,0.041006,11.334
8.7763,0.6208,14.12
7.7597,1.1504,16.616
6.579,1.6175,18.256
5.3073,2.0129,18.572
4.038,2.3329,17.442
2.8589,2.5795,15.165
1.8297,2.7594,12.299
0.97369,2.8822,9.4019
0.28349,2.9577,6.8477
-0.26564,2.9953,4.7994
-0.70396,3.0024,3.264
-1.0598,2.9847,2.1683
-1.3564,2.9463,1.4146
-1.6109,2.8901,0.91054
-1.8356,2.8181,0.58092
-2.0385,2.7319,0.3693
-2.225,2.6323,0.23556
-2.3982,2.5201,0.15216
-2.5598,2.396,0.10078
-2.7107,2.2605,0.069424
-2.8513,2.1141,0.050454
-2.9815,1.9574,0.039042
-3.1011,1.7908,0.032195
-3.2096,1.615,0.028083
-3.3066,1.4304,0.025596
-3.3917,1.2378,0.024074
-3.4645,1.0378,0.023124
-3.5246,0.83113,0.022517
-3.5715,0.61846,0.022121
-3.6049,0.40056,0.021858
-3.6245,0.17825,0.021685
-3.6302,-0.047673,0.021576
-3.6216,-0.27636,0.021517
-3.5987,-0.50694,0.021501
-3.5613,-0.73854,0.021524
-3.5094,-0.97026,0.021583
-3.4431,-1.2012,0.021677
-3.3624,-1.4304,0.021807
-3.2675,-1.657,0.021973
-3.1585,-1.8801,0.022176
-3.0357,-2.0986,0.022417
-2.8994,-2.3118,0.022697
-2.75,-2.5187,0.023019
-2.5879,-2.7184,0.023383
-2.4136,-2.9101,0.023793
-2.2277,-3.0928,0.024252
-2.0306,-3.2659,0.024761
-1.823,-3.4283,0.025324
-1.6057,-3.5795,0.025946
-1.3793,-3.7186,0.02663
-1.1447,-3.845,0.027381
-0.90259,-3.958,0.028203
-0.65393,-4.0569,0.029104
-0.39957,-4.1413,0.030088
-0.14046,-4.2107,0.031163
0.12244,-4.2644,0.032337
0.38814,-4.3023,0.033618
0.65563,-4.3238,0.035015
0.92387,-4.3288,0.036539
1.1918,-4.3169,0.038201
1.4584,-4.2881,0.040012
1.7225,-4.2423,0.041986
1.9832,-4.1793,0.044137
2.2392,-4.0993,0.04648
2.4896,-4.0024,0.04903
2.7332,-3.8887,0.051803
2.969,-3.7585,0.054817
3.196,-3.6121,0.058089
3.4132,-3.4499,0.061634
3.6195,-3.2723,0.065468
3.814,-3.0798,0.069604
3.9958,-2.8731,0.074053
4.164,-2.6528,0.078822
4.3177,-2.4195,0.08391
4.4561,-2.1741,0.089311
4.5785,-1.9174,0.095008
4.6841,-1.6503,0.10097
4.7724,-1.3738,0.10716
4.8427,-1.0887,0.11352
4.8946,-0.79618,0.11997
4.9276,-0.49731,0.12641
4.9414,-0.19318,0.13272
4.9356,0.11504,0.13878
4.9101,0.42617,0.14442
4.8648,0.73901,0.14948
4.7996,1.0523,0.15378
4.7146,1.3649,0.15714
4.61,1.6754,0.1594
4.4859,1.9827,0.16041
4.3427,2.2854,0.16006
4.1808,2.5824,0.15828
4.0008,2.8724,0.15504
3.8031,3.1541,0.15041
3.5884,3.4264,0.14446
3.3574,3.6882,0.13737
3.1109,3.9383,0.12934
2.8496,4.1755,0.12061
2.5745,4.3989,0.11146
2.2865,4.6074,0.10216
1.9865,4.8,0.092953
1.6755,4.9758,0.084072
1.3546,5.134,0.0757
1.0249,5.2737,0.067973
0.68751,5.3942,0.060977
0.34359,5.4948,0.054751
-0.0056361,5.5749,0.049291
-0.35891,5.6339,0.04456
-0.71493,5.6713,0.040501
-1.0724,5.6868,0.037042
-1.43,5.6799,0.034103
-1.7862,5.6506,0.03161
-2.1398,5.5985,0.029491
-2.4894,5.5236,0.027682
-2.8334,5.426,0.02613
-3.1706,5.3058,0.02479
-3.4995,5.163,0.023626
-3.8187,4.9981,0.022609
-4.1269,4.8114,0.021715
-4.4227,4.6033,0.020927
-4.7049,4.3744,0.020229
-4.972,4.1253,0.019611
-5.223,3.8568,0.019063
-5.4566,3.5696,0.018579
-5.6717,3.2647,0.018151
-5.8671,2.9431,0.017775
-6.042,2.6057,0.017447
-6.1953,2.2537,0.017164
-6.3262,1.8884,0.016923
-6.4338,1.5109,0.016722
-6.5175,1.1227,0.016559
-6.5767,0.72502,0.016432
-6.6107,0.31942,0.016341
-6.6192,-0.092654,0.016285
-6.6018,-0.50965,0.016263
-6.5582,-0.92999,0.016276
-6.4882,-1.3521,0.016323
-6.3919,-1.7743,0.016406
-6.2692,-2.1949,0.016525
-6.1204,-2.6123,0.016682
-5.9456,-3.0248,0.016877
-5.7452,-3.4307,0.017113
-5.5197,-3.8284,0.017393
-5.2697,-4.2161,0.01772
-4.9958,-4.5923,0.018096
-4.6988,-4.9552,0.018526
-4.3796,-5.3034,0.019015
-4.0392,-5.6352,0.019568
-3.6786,-5.9491,0.020193
-3.299,-6.2438,0.020896
-2.9016,-6.5177,0.021688
-2.4879,-6.7696,0.022579
-2.0591,-6.9981,0.023581
-1.6169,-7.2022,0.02471
-1.1628,-7.3806,0.025983
-0.69842,-7.5324,0.027423
-0.22548,-7.6567,0.029054
0.25426,-7.7525,0.030908
0.73897,-7.8192,0.033021
1.2268,-7.8562,0.035439
